Name,Performance,Place,Date
Tesfa WOKNETH,2:12:52,Athina (GRE),11 NOV 2018
Tesfa WOKNETH,2:11:07,La Rochelle (FRA),26 NOV 2017
Tesfa WOKNETH,2:13:54,Lanzhou (CHN),12 JUN 2016
Tesfa WOKNETH,2:08:51,Marrakesh (MAR),25 JAN 2015
Tesfa WOKNETH,2:11:38,Dubai (UAE),24 JAN 2014
Tesfa WOKNETH,2:10:26,Köln (GER),13 OCT 2013
Tesfa WOKNETH,2:15:28,Roma (ITA),18 MAR 2012
Tesfa WOKNETH,2:20:41,San Sebastián (ESP),29 NOV 2009
Tamirat TOLA,2:06:57,London (GBR),28 APR 2019
Tamirat TOLA,2:04:06,Dubai (UAE),26 JAN 2018
Tamirat TOLA,2:04:11,Dubai (UAE),20 JAN 2017
Tamirat TOLA,2:06:17,Dubai (UAE),24 JAN 2014
Philemon KACHERAN,2:06:05,Valencia (ESP),01 DEC 2019
Philemon KACHERAN,2:09:13,Cape Town (RSA),23 SEP 2018
Asefa MENGISA,2:07:47,Osaka (JPN),01 DEC 2019
Asefa MENGISA,2:08:34,Frankfurt (GER),28 OCT 2018
Felix CHEMONGES,2:10:08,Otsu (JPN),08 MAR 2020
Felix CHEMONGES,2:05:12,Toronto (CAN),20 OCT 2019
Felix CHEMONGES,2:11:57,Beirut (LBN),11 NOV 2018
Abera KUMA,2:09:15,Mumbai (IND),19 JAN 2020
Abera KUMA,2:08:14,Ottawa (CAN),26 MAY 2019
Abera KUMA,2:05:50,Rotterdam (NED),08 APR 2018
Abera KUMA,2:06:44,Valencia (ESP),19 NOV 2017
Abera KUMA,2:07:48,Amsterdam (NED),16 OCT 2016
Abera KUMA,2:06:47,Rotterdam (NED),12 APR 2015
Abera KUMA,2:05:56,Berlin (GER),28 SEP 2014
Raymond Kipchumba CHOGE,2:09:02,Wien (AUT),07 APR 2019
Raymond Kipchumba CHOGE,2:08:11,Košice (SVK),07 OCT 2018
Raymond Kipchumba CHOGE,2:09:53,Košice (SVK),01 OCT 2017
Raymond Kipchumba CHOGE,2:08:39,Köln (GER),02 OCT 2016
Alemu BEKELE,8:04.77,Doha (QAT),08 JAN 2014
Alemu BEKELE,7:48.04,Hangzhou (CHN),19 FEB 2012
Alemu BEKELE,8:01.50,Hanoi (VIE),01 NOV 2009
Yuma HATTORI,2:11:36,Tokyo (JPN),15 SEP 2019
Yuma HATTORI,2:07:27,Fukuoka (JPN),02 DEC 2018
Yuma HATTORI,2:09:46,Tokyo (JPN),26 FEB 2017
Yuma HATTORI,2:11:46,Tokyo (JPN),28 FEB 2016
Silas MWETICH,2:06:59,Toronto (CAN),20 OCT 2019
Ayele ABSHERO,2:08:20,Mumbai (IND),19 JAN 2020
Ayele ABSHERO,2:08:26,Hamburg (GER),28 APR 2019
Ayele ABSHERO,2:07:19,Hamburg (GER),29 APR 2018
Ayele ABSHERO,2:08:37,Gongju (KOR),15 OCT 2017
Ayele ABSHERO,2:12:18,Rotterdam (NED),10 APR 2016
Ayele ABSHERO,2:08:53,Gongju (KOR),11 OCT 2015
Ayele ABSHERO,2:06:31,London (GBR),13 APR 2014
Ayele ABSHERO,2:06:57,London (GBR),21 APR 2013
Ayele ABSHERO,2:04:23,Dubai (UAE),27 JAN 2012
Berga BIRHANU BEKELE,2:06:41,Sevilla (ESP),17 FEB 2019
Berga BIRHANU BEKELE,2:11:34,Kraków (POL),22 APR 2018
Berga BIRHANU BEKELE,2:11:57,Buenos Aires (ARG),15 OCT 2017
Berga BIRHANU BEKELE,2:14:30,Ahmedabad (IND),15 FEB 2015
Berga BIRHANU BEKELE,2:11:03,Chongqing (CHN),23 MAR 2013
Berga BIRHANU BEKELE,2:10:38,Firenze (ITA),25 NOV 2012
Berga BIRHANU BEKELE,2:09:52,Firenze (ITA),27 NOV 2011
Berga BIRHANU BEKELE,2:11:14,Paris (FRA),11 APR 2010
Berga BIRHANU BEKELE,2:09:41,Beijing (CHN),18 OCT 2009
Galen RUPP,8:17.24,"New York, NY (USA)",31 JAN 2015
Galen RUPP,8:07.41,"Boston, MA (USA)",24 JAN 2014
Galen RUPP,8:09.72,"Fayetteville, AR (USA)",11 FEB 2012
Galen RUPP,8:54.45,"New York, NY (USA)",24 JAN 2004
Galen RUPP,9:00.89,"Landover, MD (USA)",16 MAR 2003
Yihunilign ADANE,2:06:22,Dubai (UAE),24 JAN 2020
Yihunilign ADANE,2:09:11,Beppu (JPN),03 FEB 2019
Yihunilign ADANE,2:13:11,Beirut (LBN),11 NOV 2018
Yihunilign ADANE,2:10:45,Beirut (LBN),12 NOV 2017
Yihunilign ADANE,2:09:48,Dubai (UAE),22 JAN 2016
Taku FUJIMOTO,2:09:36,Fukuoka (JPN),01 DEC 2019
Taku FUJIMOTO,2:07:57,"Chicago, IL (USA)",07 OCT 2018
Eric KIPTANUI,2:06:17,Dubai (UAE),24 JAN 2020
Joel Kemboi KIMURER,2:06:21,Abu Dhabi (UAE),06 DEC 2019
Joel Kemboi KIMURER,2:11:08,Istanbul (TUR),11 NOV 2018
Joel Kemboi KIMURER,2:12:42,Seoul (KOR),05 NOV 2017
Joel Kemboi KIMURER,2:08:07,Seoul (KOR),30 OCT 2016
Joel Kemboi KIMURER,2:09:45,Paris (FRA),12 APR 2015
Joel Kemboi KIMURER,2:07:53,Gongju (KOR),19 OCT 2014
Joel Kemboi KIMURER,2:07:48,Gongju (KOR),13 OCT 2013
Joel Kemboi KIMURER,2:08:18,Valencia (ESP),18 NOV 2012
Joel Kemboi KIMURER,2:15:48,Milano (ITA),10 APR 2011
Birhanu TESHOME,2:08:26,Mumbai (IND),19 JAN 2020
Birhanu TESHOME,2:08:20,Dubai (UAE),25 JAN 2019
Birhanu TESHOME,2:09:59,Paris (FRA),08 APR 2018
Birhanu TESHOME,2:19:19,Linz (AUT),09 APR 2017
Birhanu TESHOME,2:09:03,Hefei (CHN),12 NOV 2016
Belay Asefa BEDADA,2:09:11,Dubai (UAE),24 JAN 2020
Belay Asefa BEDADA,2:06:39,Sevilla (ESP),17 FEB 2019
Belay Asefa BEDADA,2:19:32,Dongying (CHN),08 MAY 2016
Belay Asefa BEDADA,2:10:32,Toronto (CAN),18 OCT 2015
Belay Asefa BEDADA,2:07:10,Hamburg (GER),04 MAY 2014
Belay Asefa BEDADA,2:09:31,Eindhoven (NED),13 OCT 2013
Solomon MUTAI,2:08:25,Wien (AUT),07 APR 2019
Solomon MUTAI,2:09:27,Shanghai (CHN),18 NOV 2018
Solomon MUTAI,2:09:59,Otsu (JPN),05 MAR 2017
Solomon MUTAI,2:11:49,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Solomon MUTAI,2:10:42,Hannover (GER),19 APR 2015
Solomon MUTAI,2:12:26,"Hampden Park, Glasgow (GBR)",27 JUL 2014
Benson SEUREI,5:21.70,Metz (FRA),24 FEB 2013
Aweke AYALEW,2:07:12,Frankfurt (GER),27 OCT 2019
Tesfaye Lencho ANBESA,2:06:18,Dubai (UAE),24 JAN 2020
Tesfaye Lencho ANBESA,2:10:49,Venezia (ITA),27 OCT 2019
Tesfaye Lencho ANBESA,2:11:46,Hefei (CHN),11 NOV 2018
Tsegaye GETACHEW,2:06:50,Valencia (ESP),01 DEC 2019
Tsegaye GETACHEW,2:09:24,Shanghai (CHN),18 NOV 2018
Daniel MUINDI,2:09:25,Cape Town (RSA),15 SEP 2019
Mark Kosgei KIPTOO,2:08:09,Frankfurt (GER),27 OCT 2019
Mark Kosgei KIPTOO,2:07:50,Frankfurt (GER),28 OCT 2018
Mark Kosgei KIPTOO,2:10:45,Paris (FRA),09 APR 2017
Mark Kosgei KIPTOO,2:10:24,Berlin (GER),25 SEP 2016
Mark Kosgei KIPTOO,2:06:00,Eindhoven (NED),11 OCT 2015
Mark Kosgei KIPTOO,2:06:49,Frankfurt (GER),26 OCT 2014
Mark Kosgei KIPTOO,2:06:16,Frankfurt (GER),27 OCT 2013
Maru TEFERI,9:25.67,Vila Real de Santo António (POR),25 MAY 2014
Olika ADUGNA,2:06:15,Dubai (UAE),24 JAN 2020
Geoffrey KIRUI,2:13:54,"Corniche, Doha (QAT)",05 OCT 2019
Geoffrey KIRUI,2:06:45,"Chicago, IL (USA)",07 OCT 2018
Geoffrey KIRUI,2:08:27,"Olympic Stadium, London (GBR)",06 AUG 2017
Geoffrey KIRUI,2:06:27,Amsterdam (NED),16 OCT 2016
Limenih GETACHEW,2:10:26,Dubai (UAE),24 JAN 2020
Limenih GETACHEW,2:07:30,Barcelona (ESP),10 MAR 2019
Limenih GETACHEW,2:14:23,Paris (FRA),08 APR 2018
Limenih GETACHEW,2:11:16,Dubai (UAE),20 JAN 2017
Limenih GETACHEW,2:08:48,Rotterdam (NED),10 APR 2016
Limenih GETACHEW,2:08:19,Ljubljana (SLO),25 OCT 2015
Limenih GETACHEW,2:06:49,Paris (FRA),06 APR 2014
Limenih GETACHEW,2:07:35,Hamburg (GER),21 APR 2013
Limenih GETACHEW,2:07:39,Köln (GER),14 OCT 2012
Dickson CHUMBA,2:08:44,Tokyo (JPN),03 MAR 2019
Dickson CHUMBA,2:05:30,Tokyo (JPN),25 FEB 2018
Dickson CHUMBA,2:06:25,Tokyo (JPN),26 FEB 2017
Dickson CHUMBA,2:07:34,Tokyo (JPN),28 FEB 2016
Dickson CHUMBA,2:06:34,Tokyo (JPN),22 FEB 2015
Dickson CHUMBA,2:04:32,"Chicago, IL (USA)",12 OCT 2014
Dickson CHUMBA,2:10:15,Amsterdam (NED),20 OCT 2013
Dickson CHUMBA,2:05:46,Eindhoven (NED),14 OCT 2012
Dickson CHUMBA,2:07:23,Frankfurt (GER),30 OCT 2011
Dickson CHUMBA,2:11:54,Madrid (ESP),25 APR 2010
Bazu WORKU HAYLA,2:06:47,Sevilla (ESP),23 FEB 2020
Bazu WORKU HAYLA,2:10:56,Beijing (CHN),03 NOV 2019
Bazu WORKU HAYLA,2:08:30,"Houston, TX (USA)",14 JAN 2018
Bazu WORKU HAYLA,2:08:48,Praha (CZE),07 MAY 2017
Bazu WORKU HAYLA,2:15:08,"Houston, TX (USA)",17 JAN 2016
Bazu WORKU HAYLA,2:07:09,Dubai (UAE),23 JAN 2015
Bazu WORKU HAYLA,2:07:32,"Houston, TX (USA)",19 JAN 2014
Bazu WORKU HAYLA,2:09:19,Eindhoven (NED),13 OCT 2013
Bazu WORKU HAYLA,2:07:48,Dubai (UAE),27 JAN 2012
Bazu WORKU HAYLA,2:05:25,Berlin (GER),26 SEP 2010
Bazu WORKU HAYLA,2:06:15,Paris (FRA),05 APR 2009
Amanuel MESEL,2:11:04,"Houston, TX (USA)",19 JAN 2020
Amanuel MESEL,2:16:27,Ciudad de México (MEX),25 AUG 2019
Amanuel MESEL,2:09:45,Fukuoka (JPN),02 DEC 2018
Amanuel MESEL,2:09:22,Fukuoka (JPN),03 DEC 2017
Amanuel MESEL,2:10:48,Fukuoka (JPN),04 DEC 2016
Amanuel MESEL,2:08:18,Warszawa (POL),26 APR 2015
Amanuel MESEL,2:10:54,Valencia (ESP),16 NOV 2014
Amanuel MESEL,2:08:17,Valencia (ESP),17 NOV 2013
Fikadu KEBEDE,2:08:27,Dubai (UAE),25 JAN 2019
Fikadu KEBEDE,2:10:41,Porto (POR),04 NOV 2018
Fikadu KEBEDE,2:09:37,Rabat (MAR),05 MAR 2017
Fikadu KEBEDE,2:15:21,Odense (DEN),02 OCT 2016
Fikadu KEBEDE,2:15:39,København (DEN),24 MAY 2015
Hamid BEN DAOUD,8:27.26,Antequera (ESP),24 JAN 2015
Hamid BEN DAOUD,8:32.41,San Sebastián (ESP),22 MAR 2014
Hamid BEN DAOUD,8:45.70,Antequera (ESP),02 MAR 2013
Deribe ROBI,2:08:11,Otsu (JPN),10 MAR 2019
Deribe ROBI,2:07:33,Valencia (ESP),02 DEC 2018
Deribe ROBI,2:06:38,Valencia (ESP),19 NOV 2017
Deribe ROBI,2:11:00,Eindhoven (NED),09 OCT 2016
Deribe ROBI,2:05:58,Eindhoven (NED),11 OCT 2015
Deribe ROBI,2:07:16,Frankfurt (GER),26 OCT 2014
Deribe ROBI,2:08:10,See Genezareth (ISR),10 JAN 2013
Deribe ROBI,2:13:43,Yingkou (CHN),22 SEP 2012
Deribe ROBI,2:08:40,Eindhoven (NED),09 OCT 2011
Deribe ROBI,2:17:49,Castellón (ESP),12 DEC 2010
Guojian DONG,2:08:28,Berlin (GER),29 SEP 2019
Guojian DONG,2:23:55,Jakarta (INA),25 AUG 2018
Guojian DONG,2:18:45,Tianjin (CHN),29 APR 2017
Guojian DONG,2:11:41,Chongqing (CHN),20 MAR 2016
Guojian DONG,2:17:04,Hefei (CHN),25 OCT 2015
Guojian DONG,2:15:03,Chongqing (CHN),18 MAR 2012
Guojian DONG,2:15:45,"DS, Daegu (KOR)",04 SEP 2011
Guojian DONG,2:13:23,Dalian (CHN),18 APR 2010
Betesfa GETAHUN,2:05:28,Amsterdam (NED),20 OCT 2019
Afewerk MESFIN,8:42.97,Hérouville (FRA),31 MAY 2012
Afewerk MESFIN,8:47.9h,Addis Abeba (ETH),08 MAY 2011
Afewerk MESFIN,8:54.84,"Moncton Stadium, Moncton (CAN)",25 JUL 2010
Girmay Birhanu GEBRU,2:08:52,Xiamen (CHN),05 JAN 2020
Girmay Birhanu GEBRU,2:10:38,Dongying (CHN),20 APR 2019
Girmay Birhanu GEBRU,2:10:57,Roma (ITA),08 APR 2018
Girmay Birhanu GEBRU,2:11:26,Beijing (CHN),17 SEP 2017
Girmay Birhanu GEBRU,2:07:26,Daegu (KOR),05 APR 2015
Girmay Birhanu GEBRU,2:05:49,Dubai (UAE),24 JAN 2014
Girmay Birhanu GEBRU,2:06:06,Amsterdam (NED),20 OCT 2013
Girmay Birhanu GEBRU,2:11:20,Ljubljana (SLO),28 OCT 2012
Girmay Birhanu GEBRU,2:13:00,Danzhou (CHN),17 DEC 2011
Girmay Birhanu GEBRU,2:12:51,Valencia (ESP),21 FEB 2010
Girmay Birhanu GEBRU,2:15:57,Casablanca (MAR),25 OCT 2009
Shumet AKALNEW,2:13:39,Mumbai (IND),19 JAN 2020
Shumet AKALNEW,2:10:14,Mumbai (IND),20 JAN 2019
Shumet AKALNEW,2:08:50,Košice (SVK),07 OCT 2018
Shumet AKALNEW,2:13:18,Hengshui (CHN),30 SEP 2017
Shumet AKALNEW,2:15:38,Riga (LAT),15 MAY 2016
Shumet AKALNEW,2:13:39,Odense (DEN),04 OCT 2015
Kenneth KETER,2:09:29,Frankfurt (GER),27 OCT 2019
Kenneth KETER,2:07:34,Frankfurt (GER),28 OCT 2018
Edwin KOECH,2:08:24,Milano (ITA),07 APR 2019
Edwin KOECH,2:09:44,Shenzhen (CHN),16 DEC 2018
Edwin KOECH,2:07:13,Milano (ITA),02 APR 2017
Edwin KOECH,2:10:52,Verona (ITA),20 NOV 2016
Adugna TAKELE,2:06:32,Dubai (UAE),25 JAN 2019
Adugna TAKELE,2:09:26,Ottawa (CAN),27 MAY 2018
Adugna TAKELE,2:10:54,Shanghai (CHN),12 NOV 2017
Adugna TAKELE,2:11:09,Gongju (KOR),16 OCT 2016
Adugna TAKELE,2:09:39,Dubai (UAE),23 JAN 2015
Adugna TAKELE,2:08:31,Frankfurt (GER),26 OCT 2014
Adugna TAKELE,2:32:10,Brighton (GBR),14 APR 2013
Adugna TAKELE,2:23:35,Seoul (KOR),18 MAR 2012
Hillary KIPSAMBU,2:09:33,Košice (SVK),06 OCT 2019
Hillary KIPSAMBU,2:07:20,Amsterdam (NED),21 OCT 2018
Hillary KIPSAMBU,2:09:28,Amsterdam (NED),15 OCT 2017
Hillary KIPSAMBU,2:16:52,Nairobi (KEN),25 OCT 2015
Hicham LAQOUAHI,2:06:32,Marrakesh (MAR),26 JAN 2020
Hicham LAQOUAHI,2:08:35,Beppu (JPN),03 FEB 2019
Hicham LAQOUAHI,2:10:06,Gunsan (KOR),08 APR 2018
Hicham LAQOUAHI,2:10:24,Marrakesh (MAR),29 JAN 2017
Hiskel TEWELDE,2:09:49,Shanghai (CHN),17 NOV 2019
Hiskel TEWELDE,2:08:49,Ljubljana (SLO),28 OCT 2018
Deso GELMISA,2:06:29,Dubai (UAE),24 JAN 2020
Deso GELMISA,2:09:08,Porto (POR),03 NOV 2019
Deso GELMISA,2:12:38,Dalian (CHN),13 MAY 2018
Chele DECHASA,2:06:25,Seoul (KOR),03 NOV 2019
Chele DECHASA,2:10:24,Dubai (UAE),20 JAN 2017
Chele DECHASA,2:09:19,Seoul (KOR),30 OCT 2016
Chele DECHASA,2:08:11,Dubai (UAE),23 JAN 2015
Chele DECHASA,2:11:26,Chuncheon (KOR),26 OCT 2014
Chele DECHASA,2:09:22,Dubai (UAE),27 JAN 2012
Chele DECHASA,2:08:47,Rotterdam (NED),10 APR 2011
Chele DECHASA,2:06:33,Dubai (UAE),22 JAN 2010
Chele DECHASA,2:08:31,Amsterdam (NED),19 OCT 2008
Dominic RUTO,2:09:43,Dongying (CHN),20 APR 2019
Dominic RUTO,2:09:49,Hengshui (CHN),29 SEP 2018
Dominic RUTO,2:09:08,Roma (ITA),02 APR 2017
Dominic RUTO,2:09:28,Roma (ITA),10 APR 2016
Dominic RUTO,2:13:35,Lyon (FRA),04 OCT 2015
Gideon Kipkemoi KIPKETER,2:09:47,Valencia (ESP),01 DEC 2019
Gideon Kipkemoi KIPKETER,2:06:15,Amsterdam (NED),21 OCT 2018
Gideon Kipkemoi KIPKETER,2:05:51,Tokyo (JPN),26 FEB 2017
Gideon Kipkemoi KIPKETER,2:08:35,Mumbai (IND),17 JAN 2016
Gideon Kipkemoi KIPKETER,2:09:01,Seoul (KOR),01 NOV 2015
Gideon Kipkemoi KIPKETER,2:10:36,Paris (FRA),06 APR 2014
Gideon Kipkemoi KIPKETER,2:10:41,Tokyo (JPN),24 FEB 2013
Gideon Kipkemoi KIPKETER,2:08:14,Amsterdam (NED),21 OCT 2012
Ezekiel KEMBOI OMULLO,2:08:41,Ljubljana (SLO),27 OCT 2019
Ezekiel KEMBOI OMULLO,2:11:17,Warszawa (POL),22 APR 2018
Ezekiel KEMBOI OMULLO,2:09:10,Wien (AUT),23 APR 2017
Ezekiel KEMBOI OMULLO,2:08:55,Warszawa (POL),25 SEP 2016
Ezekiel KEMBOI OMULLO,2:09:19,Warszawa (POL),27 SEP 2015
Ezekiel KEMBOI OMULLO,2:16:15,Toronto (CAN),20 OCT 2013
Ezekiel KEMBOI OMULLO,2:23:17,Macao (MAC),04 DEC 2011
Javier GUERRA,2:07:27,Sevilla (ESP),23 FEB 2020
Javier GUERRA,2:10:19,Madrid (ESP),27 APR 2019
Javier GUERRA,2:08:36,Sevilla (ESP),25 FEB 2018
Javier GUERRA,2:10:55,London (GBR),23 APR 2017
Javier GUERRA,2:11:01,Tokyo (JPN),28 FEB 2016
Javier GUERRA,2:09:33,London (GBR),26 APR 2015
Javier GUERRA,2:12:32,"Letzigrund, Zürich (SUI)",17 AUG 2014
Javier GUERRA,2:12:21,La Coruña (ESP),21 APR 2013
Samuel NDUNGU,9:02.2h,Khartoum (SUD),09 MAY 2006
Josphat BOIT,2:07:20,Rotterdam (NED),07 APR 2019
Jimma SHAMBEL,2:11:41,Sevilla (ESP),23 FEB 2020
Jimma SHAMBEL,2:10:28,Chongqing (CHN),31 MAR 2019
Jimma SHAMBEL,2:16:57,Dubai (UAE),20 JAN 2017
Jimma SHAMBEL,2:16:33,Danzhou (CHN),20 DEC 2015
Jimma SHAMBEL,2:13:52,Danzhou (CHN),20 DEC 2014
Alphonce Felix SIMBU,2:09:23,Otsu (JPN),08 MAR 2020
Alphonce Felix SIMBU,2:08:27,Otsu (JPN),10 MAR 2019
Alphonce Felix SIMBU,2:09:10,London (GBR),23 APR 2017
Alphonce Felix SIMBU,2:09:19,Otsu (JPN),06 MAR 2016
Alphonce Felix SIMBU,2:12:01,Gold Coast (AUS),05 JUL 2015
Hamza SAHLI,2:08:01,Oita (JPN),02 FEB 2020
Hamza SAHLI,2:10:19,Rabat (MAR),21 APR 2019
Hamza SAHLI,2:13:46,Marrakesh (MAR),28 JAN 2018
Dickson TUWEI,2:11:28,Hong Kong (HKG),17 FEB 2019
Dickson TUWEI,2:08:22,Sevilla (ESP),25 FEB 2018
Dickson TUWEI,2:10:03,Guangzhou (CHN),10 DEC 2017
Dickson TUWEI,2:09:27,Dongying (CHN),08 MAY 2016
Sondre Nordstad MOEN,9:10.01,Florø (NOR),14 JUN 2008
Kennedy CHEBOROR,2:06:59,Daegu (KOR),07 APR 2019
Kennedy CHEBOROR,2:08:26,Gyeongju (KOR),21 OCT 2018
Kennedy CHEBOROR,2:26:27,Sevilla (ESP),21 FEB 2016
Jackson KIPROP,2:08:41,Mumbai (IND),19 JAN 2020
Jackson KIPROP,2:10:39,Nagano (JPN),21 APR 2019
Jackson KIPROP,2:13:31,Shanghai (CHN),18 NOV 2018
Jackson KIPROP,2:12:45,Amsterdam (NED),15 OCT 2017
Jackson KIPROP,2:14:54,Mumbai (IND),17 JAN 2016
Jackson KIPROP,2:13:06,Enschede (NED),19 APR 2015
Jackson KIPROP,2:09:32,Mumbai (IND),20 JAN 2013
Asnake DUBRE,2:09:48,Abu Dhabi (UAE),06 DEC 2019
Balew YIHUNLE,2:07:26,Dubai (UAE),24 JAN 2020
Balew YIHUNLE,2:07:22,Chuncheon (KOR),27 OCT 2019
Balew YIHUNLE,2:10:53,Guangzhou (CHN),09 DEC 2018
Robert KIPKEMBOI,2:07:09,Seoul (KOR),17 MAR 2019
Robert KIPKEMBOI,2:09:24,Gyeongju (KOR),21 OCT 2018
Robert KIPKEMBOI,2:12:22,Roma (ITA),10 APR 2016
Robert KIPKEMBOI,2:09:32,Padova (ITA),19 APR 2015
Robert KIPKEMBOI,2:12:03,Castellón (ESP),07 DEC 2014
Goitom KIFLE,2:08:09,Ljubljana (SLO),27 OCT 2019
Laban Kipngetich KORIR,2:09:36,Barcelona (ESP),10 MAR 2019
Laban Kipngetich KORIR,2:05:58,Rotterdam (NED),08 APR 2018
Laban Kipngetich KORIR,2:06:25,Rotterdam (NED),09 APR 2017
Laban Kipngetich KORIR,2:05:54,Amsterdam (NED),16 OCT 2016
Laban Kipngetich KORIR,2:07:54,Paris (FRA),12 APR 2015
Laban Kipngetich KORIR,2:08:04,Hamburg (GER),04 MAY 2014
Laban Kipngetich KORIR,2:09:52,"Chicago, IL (USA)",07 OCT 2012
Laban Kipngetich KORIR,2:06:05,Amsterdam (NED),16 OCT 2011
Fred MUSOBO,2:06:56,Daegu (KOR),07 APR 2019
Fred MUSOBO,2:09:04,Seoul (KOR),04 NOV 2018
Barselius KIPYEGO,2:07:58,Paris (FRA),14 APR 2019
Barselius KIPYEGO,2:08:42,Seoul (KOR),04 NOV 2018
Barselius KIPYEGO,2:13:06,Ljubljana (SLO),29 OCT 2017
Laban MUTAI,2:06:40,Eindhoven (NED),13 OCT 2019
Laban MUTAI,2:07:38,Eindhoven (NED),14 OCT 2018
Laban MUTAI,2:15:00,Cape Town (RSA),17 SEP 2017
Laban MUTAI,2:09:16,Ljubljana (SLO),30 OCT 2016
Laban MUTAI,2:09:55,Valencia (ESP),15 NOV 2015
Laban MUTAI,2:08:03,Linz (AUT),06 APR 2014
Laban MUTAI,2:11:10,Paris (FRA),07 APR 2013
Laban MUTAI,2:08:01,Köln (GER),14 OCT 2012
Paul MAINA,2:09:01,Mumbai (IND),19 JAN 2020
Paul MAINA,2:08:49,Marrakesh (MAR),27 JAN 2019
Paul MAINA,2:12:35,Padova (ITA),22 APR 2018
Othmane EL GOUMRI,2:08:06,Dublin (IRL),27 OCT 2019
Tesfamriam Samuel TSEGAY,2:09:32,Guangzhou (CHN),08 DEC 2019
Tesfamriam Samuel TSEGAY,2:08:20,Valencia (ESP),02 DEC 2018
Tesfamriam Samuel TSEGAY,2:07:34,Valencia (ESP),19 NOV 2017
Tesfamriam Samuel TSEGAY,2:19:10,London (GBR),13 APR 2014
Tesfamriam Samuel TSEGAY,2:14:41,"Luzhniki, Moskva (RUS)",17 AUG 2013
Tesfamriam Samuel TSEGAY,2:08:06,London (GBR),22 APR 2012
Tesfamriam Samuel TSEGAY,2:07:28,Amsterdam (NED),16 OCT 2011
Simon KARIUKI,2:07:56,Tokyo (JPN),01 MAR 2020
Simon KARIUKI,2:09:41,Tokyo (JPN),03 MAR 2019
Simon KARIUKI,2:10:00,Tokyo (JPN),25 FEB 2018
Vincent Kipsegechi YATOR,8:29.07,"Blankers-Koen Stadion, Hengelo (NED)",01 JUN 2009
Ryu TAKAKU,2:06:45,Tokyo (JPN),01 MAR 2020
Ryu TAKAKU,2:10:02,Hamburg (GER),28 APR 2019
Ryu TAKAKU,2:11:45,Gold Coast (AUS),01 JUL 2018
Evans KORIR,2:07:09,Daegu (KOR),07 APR 2019
Evans KORIR,2:06:35,Daegu (KOR),01 APR 2018
Evans KORIR,2:09:42,Casablanca (MAR),29 OCT 2017
Evans KORIR,2:10:04,Milano (ITA),03 APR 2016
Stanley BETT,2:09:17,Sevilla (ESP),23 FEB 2020
Stanley BETT,2:10:12,Hangzhou (CHN),03 NOV 2019
Stanley BETT,2:13:21,Castellón (ESP),18 FEB 2018
Stanley BETT,2:11:58,Toulouse (FRA),22 OCT 2017
Stanley BETT,2:17:59,Bournemouth (GBR),02 OCT 2016
Stanley BETT,2:15:59,Toulouse (FRA),25 OCT 2015
Stanley BETT,2:14:42,Marseille (FRA),14 SEP 2014
Abrar OSMAN,2:07:46,Amsterdam (NED),20 OCT 2019
Derlys AYALA,1:57.09,NY (USA),03 FEB 2018
Yassine RACHIK,3:47.44,Ancona (ITA),07 FEB 2015
Yassine RACHIK,3:50.99,Ancona (ITA),08 FEB 2014
Yassine RACHIK,3:56.60,Ancona (ITA),16 FEB 2013
Yassine RACHIK,3:59.34,Ancona (ITA),18 FEB 2012
Douglas KIMELI,2:11:01,Hangzhou (CHN),03 NOV 2019
Douglas KIMELI,2:11:06,Hangzhou (CHN),04 NOV 2018
Douglas KIMELI,2:16:41,Casablanca (MAR),30 OCT 2016
Daichi KAMINO,2:12:11,Tokyo (JPN),01 MAR 2020
Daichi KAMINO,2:11:05,Tokyo (JPN),03 MAR 2019
Daichi KAMINO,2:10:18,Tokyo (JPN),25 FEB 2018
Daichi KAMINO,2:12:50,Fukuoka (JPN),03 DEC 2017
Abdi FUFA,2:07:51,Dubai (UAE),24 JAN 2020
Abdi FUFA,2:13:33,Cape Town (RSA),15 SEP 2019
Abdi FUFA,2:09:24,Shanghai (CHN),18 NOV 2018
Abdi FUFA,2:10:41,Hangzhou (CHN),05 NOV 2017
Abdi FUFA,2:11:22,Barcelona (ESP),13 MAR 2016
Beshah YERSIIE,2:06:34,Dubai (UAE),24 JAN 2020
Beshah YERSIIE,2:08:37,Chuncheon (KOR),27 OCT 2019
Joshua KIPKORIR,2:09:50,Gyeongju (KOR),20 OCT 2019
Joshua KIPKORIR,2:10:30,Mumbai (IND),21 JAN 2018
Joshua KIPKORIR,2:09:50,Mumbai (IND),15 JAN 2017
Joshua KIPKORIR,2:16:57,Lagos (NGR),06 FEB 2016
Joshua KIPKORIR,2:13:25,Nairobi (KEN),25 OCT 2015
Yusuke OGURA,2:07:23,Tokyo (JPN),01 MAR 2020
Yusuke OGURA,2:12:10,Otsu (JPN),10 MAR 2019
Jo FUKUDA,2:10:32,Oita (JPN),02 FEB 2020
Jo FUKUDA,2:10:33,Fukuoka (JPN),01 DEC 2019
Jo FUKUDA,2:09:52,Gold Coast (AUS),01 JUL 2018
Jo FUKUDA,2:15:11,Sapporo (JPN),27 AUG 2017
Jo FUKUDA,2:16:29,Sapporo (JPN),28 AUG 2016
Kipkemoi KIPSANG,2:08:58,Madrid (ESP),27 APR 2019
